student_id,activity,estimated_gain,observed_activity,observed_gain
10255,Critical Thinking Activity,1.2107167741260043,Application Exercise,1.01
10255,Advanced Practice,1.414573480197319,Application Exercise,1.01
10256,Concept Review,5.151777879060577,Practice Questions,5.49
10256,Practice Questions,6.454472763594592,Practice Questions,5.49
10256,Application Exercise,6.341793540609127,Practice Questions,5.49
10256,Critical Thinking Activity,4.909740805931655,Practice Questions,5.49
10256,Advanced Practice,5.7330381701250115,Practice Questions,5.49
10257,Concept Review,4.316206459233958,Concept Review,4.87
10257,Practice Questions,4.258178655645328,Concept Review,4.87
10257,Application Exercise,5.253718523361334,Concept Review,4.87
10257,Critical Thinking Activity,4.126054434157823,Concept Review,4.87
10257,Advanced Practice,3.813488807522084,Concept Review,4.87
10258,Concept Review,3.8102521554983504,Practice Questions,6.23
10258,Practice Questions,3.8544510375853136,Practice Questions,6.23
10258,Application Exercise,4.477084359944677,Practice Questions,6.23
10258,Critical Thinking Activity,3.523379167953338,Practice Questions,6.23
10258,Advanced Practice,3.2885193855764245,Practice Questions,6.23
10259,Concept Review,4.458013917808793,Critical Thinking Activity,5.52
10259,Practice Questions,4.803190161104103,Critical Thinking Activity,5.52
10259,Application Exercise,5.70977067376952,Critical Thinking Activity,5.52
10259,Critical Thinking Activity,4.9452456319464755,Critical Thinking Activity,5.52
10259,Advanced Practice,5.251515505926959,Critical Thinking Activity,5.52
10260,Concept Review,5.251557721358887,Advanced Practice,5.06
10260,Practice Questions,4.9988157826921,Advanced Practice,5.06
10260,Application Exercise,5.465571188324736,Advanced Practice,5.06
10260,Critical Thinking Activity,5.115932851238792,Advanced Practice,5.06
10260,Advanced Practice,5.248963699607609,Advanced Practice,5.06
10261,Concept Review,3.118625047807198,Advanced Practice,2.3
10261,Practice Questions,2.5102691059508127,Advanced Practice,2.3
10261,Application Exercise,3.042100540756726,Advanced Practice,2.3
10261,Critical Thinking Activity,2.262293343574056,Advanced Practice,2.3
10261,Advanced Practice,2.4576245205392944,Advanced Practice,2.3
10262,Concept Review,4.390494595149734,Advanced Practice,5.24
10262,Practice Questions,4.791989022732925,Advanced Practice,5.24
10262,Application Exercise,5.5694875317796875,Advanced Practice,5.24
10262,Critical Thinking Activity,4.72242155830542,Advanced Practice,5.24
10262,Advanced Practice,5.211815471400667,Advanced Practice,5.24
10263,Concept Review,2.5856210444718126,Advanced Practice,2.24
10263,Practice Questions,3.245500435912628,Advanced Practice,2.24
10263,Application Exercise,4.406571823670479,Advanced Practice,2.24
10263,Critical Thinking Activity,3.283520701558785,Advanced Practice,2.24
10263,Advanced Practice,3.4683322680761455,Advanced Practice,2.24
10264,Concept Review,3.9780879620953167,Practice Questions,4.38
10264,Practice Questions,4.24935267331298,Practice Questions,4.38
10264,Application Exercise,5.163331298204948,Practice Questions,4.38
10264,Critical Thinking Activity,4.477253108204599,Practice Questions,4.38
10264,Advanced Practice,4.4033182207550805,Practice Questions,4.38
10265,Concept Review,2.6920404532342026,Practice Questions,3.32
10265,Practice Questions,3.1309546610614003,Practice Questions,3.32
10265,Application Exercise,3.756659784597317,Practice Questions,3.32
10265,Critical Thinking Activity,3.3268505673616198,Practice Questions,3.32
10265,Advanced Practice,2.7584997177424952,Practice Questions,3.32
10266,Concept Review,3.4327094324128,Advanced Practice,4.37
10266,Practice Questions,4.118862762671195,Advanced Practice,4.37
10266,Application Exercise,4.826068286959668,Advanced Practice,4.37
10266,Critical Thinking Activity,4.4260110978031495,Advanced Practice,4.37
10266,Advanced Practice,4.292385535667593,Advanced Practice,4.37
10267,Concept Review,3.026255616561875,Advanced Practice,3.51
10267,Practice Questions,2.657911471225491,Advanced Practice,3.51
10267,Application Exercise,3.5949078080077284,Advanced Practice,3.51
10267,Critical Thinking Activity,2.824693263757016,Advanced Practice,3.51
10267,Advanced Practice,3.099865420092662,Advanced Practice,3.51
10268,Concept Review,3.3629029425301136,Practice Questions,4.46
10268,Practice Questions,3.640804669882811,Practice Questions,4.46
10268,Application Exercise,4.178529121139194,Practice Questions,4.46
10268,Critical Thinking Activity,3.3224467511791884,Practice Questions,4.46
10268,Advanced Practice,3.5708775563614377,Practice Questions,4.46
10269,Concept Review,2.9827026373707204,Application Exercise,1.31
10269,Practice Questions,3.394427229044129,Application Exercise,1.31
10269,Application Exercise,3.8135024825452652,Application Exercise,1.31
10269,Critical Thinking Activity,3.623786499945113,Application Exercise,1.31
10269,Advanced Practice,3.767597602219405,Application Exercise,1.31
10270,Concept Review,1.7083574315476986,Application Exercise,3.71
10270,Practice Questions,1.967276736816288,Application Exercise,3.71
10270,Application Exercise,3.104661309905291,Application Exercise,3.71
10270,Critical Thinking Activity,2.287007763764701,Application Exercise,3.71
10270,Advanced Practice,3.2302781467480113,Application Exercise,3.71
10271,Concept Review,3.3697440976923696,Advanced Practice,2.75
10271,Practice Questions,3.8445822032467265,Advanced Practice,2.75
10271,Application Exercise,4.035302425632595,Advanced Practice,2.75
10271,Critical Thinking Activity,3.164363268202685,Advanced Practice,2.75
10271,Advanced Practice,3.623772605803831,Advanced Practice,2.75
10272,Concept Review,3.7361542686625873,Critical Thinking Activity,2.29
10272,Practice Questions,4.209123954641133,Critical Thinking Activity,2.29
10272,Application Exercise,5.341861724996667,Critical Thinking Activity,2.29
10272,Critical Thinking Activity,4.137764598806299,Critical Thinking Activity,2.29
10272,Advanced Practice,4.12681451417736,Critical Thinking Activity,2.29
10273,Concept Review,4.317676064088321,Critical Thinking Activity,2.96
10273,Practice Questions,4.187512472245013,Critical Thinking Activity,2.96
10273,Application Exercise,4.454256580830639,Critical Thinking Activity,2.96
10273,Critical Thinking Activity,4.385963946901222,Critical Thinking Activity,2.96
10273,Advanced Practice,4.478787503153573,Critical Thinking Activity,2.96
10274,Concept Review,5.476039027330019,Critical Thinking Activity,6.22
10274,Practice Questions,5.270582388690023,Critical Thinking Activity,6.22
10274,Application Exercise,5.906926921847158,Critical Thinking Activity,6.22
10274,Critical Thinking Activity,5.907760979953495,Critical Thinking Activity,6.22
10274,Advanced Practice,5.212171679315219,Critical Thinking Activity,6.22
10275,Concept Review,3.0318662242611567,Practice Questions,3.15
10275,Practice Questions,3.3172359792889106,Practice Questions,3.15
10275,Application Exercise,3.10220727401765,Practice Questions,3.15
10275,Critical Thinking Activity,2.6466103190292203,Practice Questions,3.15
10275,Advanced Practice,3.0252347640439994,Practice Questions,3.15
10276,Concept Review,5.334421851116507,Application Exercise,3.46
10276,Practice Questions,5.429167546476305,Application Exercise,3.46
10276,Application Exercise,5.561286787320602,Application Exercise,3.46
10276,Critical Thinking Activity,5.744031098346992,Application Exercise,3.46
10276,Advanced Practice,5.612732054193845,Application Exercise,3.46
10277,Concept Review,0.6809276096294661,Practice Questions,2.36
10277,Practice Questions,1.3430692667158155,Practice Questions,2.36
10277,Application Exercise,2.18119514095413,Practice Questions,2.36
10277,Critical Thinking Activity,2.0202607618061013,Practice Questions,2.36
10277,Advanced Practice,1.4038462758545398,Practice Questions,2.36
10278,Concept Review,1.4024279837874127,Advanced Practice,0.59
10278,Practice Questions,2.583799435337396,Advanced Practice,0.59
10278,Application Exercise,3.5393778623618584,Advanced Practice,0.59
10278,Critical Thinking Activity,2.2938629274185063,Advanced Practice,0.59
10278,Advanced Practice,2.8862104444009327,Advanced Practice,0.59
10279,Concept Review,1.2854115078851454,Advanced Practice,2.58
10279,Practice Questions,2.495632541406939,Advanced Practice,2.58
10279,Application Exercise,2.729099047683909,Advanced Practice,2.58
10279,Critical Thinking Activity,2.228534867472255,Advanced Practice,2.58
10279,Advanced Practice,2.004478419273886,Advanced Practice,2.58
10280,Concept Review,5.0810494277872795,Critical Thinking Activity,5.42
10280,Practice Questions,5.17614751937475,Critical Thinking Activity,5.42
10280,Application Exercise,6.07562934361775,Critical Thinking Activity,5.42
10280,Critical Thinking Activity,4.885421379553877,Critical Thinking Activity,5.42
10280,Advanced Practice,5.320278375034775,Critical Thinking Activity,5.42
10281,Concept Review,3.9243669087890876,Advanced Practice,4.9
10281,Practice Questions,3.2008590822652963,Advanced Practice,4.9
10281,Application Exercise,3.644560261892316,Advanced Practice,4.9
10281,Critical Thinking Activity,3.715765228920872,Advanced Practice,4.9
10281,Advanced Practice,3.703634626326254,Advanced Practice,4.9
10282,Concept Review,4.499337622930529,Practice Questions,6.44
10282,Practice Questions,4.1498211944261385,Practice Questions,6.44
10282,Application Exercise,5.678776105679531,Practice Questions,6.44
10282,Critical Thinking Activity,4.522679540632154,Practice Questions,6.44
10282,Advanced Practice,3.938320288274101,Practice Questions,6.44
10283,Concept Review,1.3126342170151313,Advanced Practice,0.0
10283,Practice Questions,1.581594034546466,Advanced Practice,0.0
10283,Application Exercise,1.5250927571922075,Advanced Practice,0.0
10283,Critical Thinking Activity,1.4295220453816389,Advanced Practice,0.0
10283,Advanced Practice,1.6637079845225757,Advanced Practice,0.0
10284,Concept Review,2.805735977395187,Advanced Practice,3.54
10284,Practice Questions,3.6447196731095044,Advanced Practice,3.54
10284,Application Exercise,4.303242747233387,Advanced Practice,3.54
10284,Critical Thinking Activity,3.7440081126102176,Advanced Practice,3.54
10284,Advanced Practice,3.8729208828921298,Advanced Practice,3.54
10285,Concept Review,2.9931140556761644,Practice Questions,2.14
10285,Practice Questions,2.6736413410783637,Practice Questions,2.14
10285,Application Exercise,3.865537355334567,Practice Questions,2.14
10285,Critical Thinking Activity,2.5782592836720033,Practice Questions,2.14
10285,Advanced Practice,2.7591047163286326,Practice Questions,2.14
10286,Concept Review,3.6246454442398677,Advanced Practice,4.71
10286,Practice Questions,4.425148385784569,Advanced Practice,4.71
10286,Application Exercise,5.711497455588872,Advanced Practice,4.71
10286,Critical Thinking Activity,4.223376487175145,Advanced Practice,4.71
10286,Advanced Practice,4.447496956102594,Advanced Practice,4.71
10287,Concept Review,0.39410853004196866,Practice Questions,1.53
10287,Practice Questions,1.6239702181282314,Practice Questions,1.53
10287,Application Exercise,2.5709133881862574,Practice Questions,1.53
10287,Critical Thinking Activity,1.9072640711136022,Practice Questions,1.53
10287,Advanced Practice,1.3116141330786748,Practice Questions,1.53
10288,Concept Review,3.423299051419282,Advanced Practice,2.95
10288,Practice Questions,3.4024756659878896,Advanced Practice,2.95
10288,Application Exercise,4.480595319865417,Advanced Practice,2.95
10288,Critical Thinking Activity,3.880158137723279,Advanced Practice,2.95
10288,Advanced Practice,3.428121855051833,Advanced Practice,2.95
10289,Concept Review,1.4566714326036516,Application Exercise,1.06
10289,Practice Questions,1.1541051346744675,Application Exercise,1.06
10289,Application Exercise,2.111652559420346,Application Exercise,1.06
10289,Critical Thinking Activity,1.6780549567700667,Application Exercise,1.06
10289,Advanced Practice,1.881270668459539,Application Exercise,1.06
10290,Concept Review,3.3562377964806864,Advanced Practice,1.28
10290,Practice Questions,3.6899033739526996,Advanced Practice,1.28
10290,Application Exercise,4.363850221124604,Advanced Practice,1.28
10290,Critical Thinking Activity,3.6031744614408563,Advanced Practice,1.28
10290,Advanced Practice,3.1245488119874048,Advanced Practice,1.28
10291,Concept Review,1.268304092921463,Critical Thinking Activity,3.2
10291,Practice Questions,1.8015078074558812,Critical Thinking Activity,3.2
10291,Application Exercise,2.9982599547352433,Critical Thinking Activity,3.2
10291,Critical Thinking Activity,2.032737034996108,Critical Thinking Activity,3.2
10291,Advanced Practice,1.5802675442668788,Critical Thinking Activity,3.2
10292,Concept Review,5.081110046451592,Critical Thinking Activity,5.57
10292,Practice Questions,4.516995059110134,Critical Thinking Activity,5.57
10292,Application Exercise,5.441480333800008,Critical Thinking Activity,5.57
10292,Critical Thinking Activity,4.800895626151796,Critical Thinking Activity,5.57
10292,Advanced Practice,5.18197944546964,Critical Thinking Activity,5.57
10293,Concept Review,3.90058440057134,Advanced Practice,5.44
10293,Practice Questions,3.952623230360385,Advanced Practice,5.44
10293,Application Exercise,4.552471912203214,Advanced Practice,5.44
10293,Critical Thinking Activity,3.541152970395957,Advanced Practice,5.44
10293,Advanced Practice,3.811462008338709,Advanced Practice,5.44
10294,Concept Review,4.166934587629816,Critical Thinking Activity,4.22
10294,Practice Questions,4.677910406534169,Critical Thinking Activity,4.22
10294,Application Exercise,4.938017775675847,Critical Thinking Activity,4.22
10294,Critical Thinking Activity,4.66717396609082,Critical Thinking Activity,4.22
10294,Advanced Practice,4.562823894614165,Critical Thinking Activity,4.22
10295,Concept Review,4.524128343911077,Critical Thinking Activity,3.22
10295,Practice Questions,3.9179090730197172,Critical Thinking Activity,3.22
10295,Application Exercise,4.120460067425614,Critical Thinking Activity,3.22
10295,Critical Thinking Activity,4.021285273134302,Critical Thinking Activity,3.22
10295,Advanced Practice,4.37353953889078,Critical Thinking Activity,3.22
10296,Concept Review,2.212228781360842,Critical Thinking Activity,0.3
10296,Practice Questions,1.7325370704614242,Critical Thinking Activity,0.3
10296,Application Exercise,1.9639331724905842,Critical Thinking Activity,0.3
10296,Critical Thinking Activity,1.5481591343843601,Critical Thinking Activity,0.3
10296,Advanced Practice,2.291909322721665,Critical Thinking Activity,0.3
10297,Concept Review,4.10681418266302,Advanced Practice,4.95
10297,Practice Questions,4.336442873000827,Advanced Practice,4.95
10297,Application Exercise,5.407179489399278,Advanced Practice,4.95
10297,Critical Thinking Activity,4.5286850156923,Advanced Practice,4.95
10297,Advanced Practice,4.635632170130657,Advanced Practice,4.95
10298,Concept Review,1.412125401638069,Advanced Practice,0.4
10298,Practice Questions,1.9528857133266215,Advanced Practice,0.4
10298,Application Exercise,2.325107590787441,Advanced Practice,0.4
10298,Critical Thinking Activity,1.3301748803802211,Advanced Practice,0.4
10298,Advanced Practice,1.9952784976270155,Advanced Practice,0.4
10299,Concept Review,2.6855205873372148,Advanced Practice,6.0
10299,Practice Questions,3.107039547832192,Advanced Practice,6.0
10299,Application Exercise,3.6859767298672717,Advanced Practice,6.0
10299,Critical Thinking Activity,2.998460293626486,Advanced Practice,6.0
10299,Advanced Practice,3.2696620153336573,Advanced Practice,6.0
10300,Concept Review,6.569214822899861,Critical Thinking Activity,5.1
10300,Practice Questions,6.037195063861221,Critical Thinking Activity,5.1
10300,Application Exercise,6.244959098209705,Critical Thinking Activity,5.1
10300,Critical Thinking Activity,6.932748694026449,Critical Thinking Activity,5.1
10300,Advanced Practice,7.126162589069201,Critical Thinking Activity,5.1
10301,Concept Review,2.8478230405809297,Critical Thinking Activity,3.82
10301,Practice Questions,3.1649280193829714,Critical Thinking Activity,3.82
10301,Application Exercise,3.6375606289626683,Critical Thinking Activity,3.82
10301,Critical Thinking Activity,3.0367511660356943,Critical Thinking Activity,3.82
10301,Advanced Practice,3.2776728736669627,Critical Thinking Activity,3.82
10302,Concept Review,3.5050303833710075,Application Exercise,7.09
10302,Practice Questions,4.378561683831544,Application Exercise,7.09
10302,Application Exercise,4.808484588884584,Application Exercise,7.09
10302,Critical Thinking Activity,4.9236220218235935,Application Exercise,7.09
10302,Advanced Practice,4.927843249098023,Application Exercise,7.09
10303,Concept Review,3.48854322578208,Advanced Practice,5.03
10303,Practice Questions,4.217429927423516,Advanced Practice,5.03
10303,Application Exercise,5.3524262881317926,Advanced Practice,5.03
10303,Critical Thinking Activity,4.181927402223222,Advanced Practice,5.03
10303,Advanced Practice,4.421620384372931,Advanced Practice,5.03
10304,Concept Review,3.2069892229241836,Advanced Practice,3.94
10304,Practice Questions,4.061252908135503,Advanced Practice,3.94
10304,Application Exercise,4.494455714903273,Advanced Practice,3.94
10304,Critical Thinking Activity,3.4227309877998215,Advanced Practice,3.94
10304,Advanced Practice,3.767644237668804,Advanced Practice,3.94
10305,Concept Review,3.1918854929340523,Advanced Practice,1.88
10305,Practice Questions,3.278543324574064,Advanced Practice,1.88
10305,Application Exercise,4.190057805878709,Advanced Practice,1.88
10305,Critical Thinking Activity,3.5762166420673136,Advanced Practice,1.88
10305,Advanced Practice,3.6020513852414036,Advanced Practice,1.88
10306,Concept Review,3.475279159628911,Critical Thinking Activity,1.79
10306,Practice Questions,3.3688764355267233,Critical Thinking Activity,1.79
10306,Application Exercise,3.9979949100169168,Critical Thinking Activity,1.79
10306,Critical Thinking Activity,3.4160227751742283,Critical Thinking Activity,1.79
10306,Advanced Practice,3.6948677829660816,Critical Thinking Activity,1.79
10307,Concept Review,5.310201507057736,Advanced Practice,5.83
10307,Practice Questions,4.994843044253409,Advanced Practice,5.83
10307,Application Exercise,6.073511336339654,Advanced Practice,5.83
10307,Critical Thinking Activity,5.083070323808105,Advanced Practice,5.83
10307,Advanced Practice,4.868699910309889,Advanced Practice,5.83
10308,Concept Review,2.6563172141129496,Critical Thinking Activity,5.18
10308,Practice Questions,2.6076985835488617,Critical Thinking Activity,5.18
10308,Application Exercise,3.767185156639809,Critical Thinking Activity,5.18
10308,Critical Thinking Activity,2.954769778278581,Critical Thinking Activity,5.18
10308,Advanced Practice,3.378523631532036,Critical Thinking Activity,5.18
10309,Concept Review,5.423752647132561,Advanced Practice,4.92
10309,Practice Questions,5.3929435710922435,Advanced Practice,4.92
10309,Application Exercise,6.6677472814885705,Advanced Practice,4.92
10309,Critical Thinking Activity,5.208802678597395,Advanced Practice,4.92
10309,Advanced Practice,5.952862853089325,Advanced Practice,4.92
10310,Concept Review,4.03354701465601,Concept Review,2.66
10310,Practice Questions,4.278852227443512,Concept Review,2.66
10310,Application Exercise,4.415900348855933,Concept Review,2.66
10310,Critical Thinking Activity,4.0424520109192255,Concept Review,2.66
10310,Advanced Practice,3.8828074459629813,Concept Review,2.66
10311,Concept Review,3.023472687455866,Concept Review,0.0
10311,Practice Questions,3.6403102305379367,Concept Review,0.0
10311,Application Exercise,4.277871067768834,Concept Review,0.0
10311,Critical Thinking Activity,3.9094919381348614,Concept Review,0.0
10311,Advanced Practice,3.6060694774497106,Concept Review,0.0
10312,Concept Review,0.5564435474339033,Concept Review,0.0
10312,Practice Questions,0.6664740758443601,Concept Review,0.0
10312,Application Exercise,1.6536052694281809,Concept Review,0.0
10312,Critical Thinking Activity,1.2038465624238968,Concept Review,0.0
10312,Advanced Practice,1.0651761265761555,Concept Review,0.0
10313,Concept Review,4.868810015270032,Concept Review,5.02
10313,Practice Questions,5.19994030997165,Concept Review,5.02
10313,Application Exercise,5.6429383652369705,Concept Review,5.02
10313,Critical Thinking Activity,5.53899181896789,Concept Review,5.02
10313,Advanced Practice,4.983891877913656,Concept Review,5.02
10314,Concept Review,2.47473226092864,Advanced Practice,5.72
10314,Practice Questions,3.6105313119604916,Advanced Practice,5.72
10314,Application Exercise,3.836979698670362,Advanced Practice,5.72
10314,Critical Thinking Activity,3.1357670189011575,Advanced Practice,5.72
10314,Advanced Practice,3.3568996616860862,Advanced Practice,5.72
10315,Concept Review,0.7170322101193674,Advanced Practice,2.3
10315,Practice Questions,1.515229186502173,Advanced Practice,2.3
10315,Application Exercise,1.789969961198543,Advanced Practice,2.3
10315,Critical Thinking Activity,1.3195335734521731,Advanced Practice,2.3
10315,Advanced Practice,1.3403267762633684,Advanced Practice,2.3
10316,Concept Review,3.802735631404757,Critical Thinking Activity,4.36
10316,Practice Questions,3.810229549212803,Critical Thinking Activity,4.36
10316,Application Exercise,5.334570842746951,Critical Thinking Activity,4.36
10316,Critical Thinking Activity,4.115206708204117,Critical Thinking Activity,4.36
10316,Advanced Practice,4.011649195887731,Critical Thinking Activity,4.36
10317,Concept Review,4.270136660665843,Advanced Practice,3.82
10317,Practice Questions,5.092302394856344,Advanced Practice,3.82
10317,Application Exercise,6.401358362082362,Advanced Practice,3.82
10317,Critical Thinking Activity,4.589293557146197,Advanced Practice,3.82
10317,Advanced Practice,4.361268088275597,Advanced Practice,3.82
10318,Concept Review,2.759544363860121,Application Exercise,2.37
10318,Practice Questions,2.5911605650701013,Application Exercise,2.37
10318,Application Exercise,2.908144004556455,Application Exercise,2.37
10318,Critical Thinking Activity,3.4209455945030975,Application Exercise,2.37
10318,Advanced Practice,3.3149355720810663,Application Exercise,2.37
10319,Concept Review,2.1513558551547036,Application Exercise,4.89
10319,Practice Questions,2.409959732615107,Application Exercise,4.89
10319,Application Exercise,2.8667556160375627,Application Exercise,4.89
10319,Critical Thinking Activity,2.991156867458421,Application Exercise,4.89
10319,Advanced Practice,2.686007241272972,Application Exercise,4.89
10320,Concept Review,5.089174649408673,Concept Review,5.83
10320,Practice Questions,5.35903217339621,Concept Review,5.83
10320,Application Exercise,6.014355484287588,Concept Review,5.83
10320,Critical Thinking Activity,5.810238430633958,Concept Review,5.83
10320,Advanced Practice,5.372339656901172,Concept Review,5.83
10321,Concept Review,3.294516337477514,Application Exercise,0.89
10321,Practice Questions,3.896832834167929,Application Exercise,0.89
10321,Application Exercise,3.9505703934474914,Application Exercise,0.89
10321,Critical Thinking Activity,4.006698910671133,Application Exercise,0.89
10321,Advanced Practice,4.054647358782885,Application Exercise,0.89
10322,Concept Review,5.228550694426667,Practice Questions,4.02
10322,Practice Questions,4.473216807296312,Practice Questions,4.02
10322,Application Exercise,4.930151919167308,Practice Questions,4.02
10322,Critical Thinking Activity,4.780880990846127,Practice Questions,4.02
10322,Advanced Practice,4.910980673243927,Practice Questions,4.02
10323,Concept Review,4.299667627222591,Advanced Practice,2.92
10323,Practice Questions,4.636894561739021,Advanced Practice,2.92
10323,Application Exercise,5.611774510099718,Advanced Practice,2.92
10323,Critical Thinking Activity,4.6063179877891685,Advanced Practice,2.92
10323,Advanced Practice,4.492849452166978,Advanced Practice,2.92
10324,Concept Review,4.515135642474328,Concept Review,4.14
10324,Practice Questions,4.320504042144227,Concept Review,4.14
10324,Application Exercise,4.878714697841099,Concept Review,4.14
10324,Critical Thinking Activity,4.911114320188512,Concept Review,4.14
10324,Advanced Practice,4.611861865244319,Concept Review,4.14
10325,Concept Review,5.718816805508935,Practice Questions,6.8
10325,Practice Questions,5.343332569550483,Practice Questions,6.8
10325,Application Exercise,5.753390440943411,Practice Questions,6.8
10325,Critical Thinking Activity,5.494805814828628,Practice Questions,6.8
10325,Advanced Practice,5.713296341201923,Practice Questions,6.8
10326,Concept Review,5.046098911209256,Critical Thinking Activity,4.86
10326,Practice Questions,5.121806833727422,Critical Thinking Activity,4.86
10326,Application Exercise,5.577381686394994,Critical Thinking Activity,4.86
10326,Critical Thinking Activity,5.209138318399507,Critical Thinking Activity,4.86
10326,Advanced Practice,5.178912267517353,Critical Thinking Activity,4.86
10327,Concept Review,3.4183407601450995,Advanced Practice,3.36
10327,Practice Questions,3.384639625703873,Advanced Practice,3.36
10327,Application Exercise,4.657497870282647,Advanced Practice,3.36
10327,Critical Thinking Activity,3.5537830443563108,Advanced Practice,3.36
10327,Advanced Practice,3.4688270197962545,Advanced Practice,3.36
10328,Concept Review,1.440816871344996,Advanced Practice,4.46
10328,Practice Questions,2.171520816025411,Advanced Practice,4.46
10328,Application Exercise,2.56365202558733,Advanced Practice,4.46
10328,Critical Thinking Activity,2.421651964242802,Advanced Practice,4.46
10328,Advanced Practice,2.449673751906792,Advanced Practice,4.46
10329,Concept Review,2.534906582319893,Application Exercise,2.74
10329,Practice Questions,3.41033445264479,Application Exercise,2.74
10329,Application Exercise,4.073536849133213,Application Exercise,2.74
10329,Critical Thinking Activity,3.6211232011928876,Application Exercise,2.74
10329,Advanced Practice,3.73242106001183,Application Exercise,2.74
10330,Concept Review,4.504346535353334,Concept Review,6.59
10330,Practice Questions,3.557901395195959,Concept Review,6.59
10330,Application Exercise,3.903467949294538,Concept Review,6.59
10330,Critical Thinking Activity,4.568969298790558,Concept Review,6.59
10330,Advanced Practice,3.590085455143334,Concept Review,6.59
10331,Concept Review,4.214655926970495,Advanced Practice,3.26
10331,Practice Questions,4.676874015748023,Advanced Practice,3.26
10331,Application Exercise,5.710718461306095,Advanced Practice,3.26
10331,Critical Thinking Activity,4.639613486102416,Advanced Practice,3.26
10331,Advanced Practice,4.349866947797454,Advanced Practice,3.26
10332,Concept Review,3.5550900287832317,Advanced Practice,3.68
10332,Practice Questions,3.6592811828245657,Advanced Practice,3.68
10332,Application Exercise,3.244463973566172,Advanced Practice,3.68
10332,Critical Thinking Activity,3.4359612700388893,Advanced Practice,3.68
10332,Advanced Practice,3.130320305900752,Advanced Practice,3.68
10333,Concept Review,3.1411895256134454,Critical Thinking Activity,3.63
10333,Practice Questions,4.178949826038177,Critical Thinking Activity,3.63
10333,Application Exercise,6.163243134743023,Critical Thinking Activity,3.63
10333,Critical Thinking Activity,4.938211332095119,Critical Thinking Activity,3.63
10333,Advanced Practice,4.693350538660317,Critical Thinking Activity,3.63
10334,Concept Review,4.345487196138729,Critical Thinking Activity,5.08
10334,Practice Questions,4.74086830550393,Critical Thinking Activity,5.08
10334,Application Exercise,5.98756413399609,Critical Thinking Activity,5.08
10334,Critical Thinking Activity,5.046845595019932,Critical Thinking Activity,5.08
10334,Advanced Practice,5.064153796031487,Critical Thinking Activity,5.08
10335,Concept Review,5.959187626873133,Advanced Practice,6.69
10335,Practice Questions,5.839558036276641,Advanced Practice,6.69
10335,Application Exercise,5.984253730414073,Advanced Practice,6.69
10335,Critical Thinking Activity,5.823975220401531,Advanced Practice,6.69
10335,Advanced Practice,5.694810134410327,Advanced Practice,6.69
10336,Concept Review,4.029014413489377,Advanced Practice,4.26
10336,Practice Questions,3.6065374342108356,Advanced Practice,4.26
10336,Application Exercise,3.9248021715809056,Advanced Practice,4.26
10336,Critical Thinking Activity,3.674079356955156,Advanced Practice,4.26
10336,Advanced Practice,3.8275603683708566,Advanced Practice,4.26
10337,Concept Review,4.067463137426458,Advanced Practice,3.18
10337,Practice Questions,4.335982645949253,Advanced Practice,3.18
10337,Application Exercise,5.060508347019663,Advanced Practice,3.18
10337,Critical Thinking Activity,4.14730449010739,Advanced Practice,3.18
10337,Advanced Practice,4.30413347787571,Advanced Practice,3.18
10338,Concept Review,5.144212446082589,Critical Thinking Activity,4.06
10338,Practice Questions,5.593354228236636,Critical Thinking Activity,4.06
10338,Application Exercise,6.155526205216651,Critical Thinking Activity,4.06
10338,Critical Thinking Activity,5.466089305777133,Critical Thinking Activity,4.06
10338,Advanced Practice,5.447922748745673,Critical Thinking Activity,4.06
10339,Concept Review,4.150618632264983,Critical Thinking Activity,7.96
10339,Practice Questions,4.034341119606862,Critical Thinking Activity,7.96
10339,Application Exercise,5.265096792635192,Critical Thinking Activity,7.96
10339,Critical Thinking Activity,4.905646360283147,Critical Thinking Activity,7.96
10339,Advanced Practice,4.4978194129743745,Critical Thinking Activity,7.96
10340,Concept Review,4.789868972373164,Application Exercise,4.67
10340,Practice Questions,5.016852276784068,Application Exercise,4.67
10340,Application Exercise,5.344088216018596,Application Exercise,4.67
10340,Critical Thinking Activity,5.564999278358366,Application Exercise,4.67
10340,Advanced Practice,5.172813700384886,Application Exercise,4.67
10341,Concept Review,3.7347919440330255,Advanced Practice,4.94
10341,Practice Questions,3.994226365228852,Advanced Practice,4.94
10341,Application Exercise,4.714605076176426,Advanced Practice,4.94
10341,Critical Thinking Activity,3.8923291485929465,Advanced Practice,4.94
10341,Advanced Practice,4.09295570253137,Advanced Practice,4.94
10342,Concept Review,2.255959007695223,Concept Review,0.53
10342,Practice Questions,2.510739291318204,Concept Review,0.53
10342,Application Exercise,2.0606648223799935,Concept Review,0.53
10342,Critical Thinking Activity,2.7981581092867103,Concept Review,0.53
10342,Advanced Practice,2.601820019446305,Concept Review,0.53
10343,Concept Review,1.8554722813785829,Practice Questions,1.76
10343,Practice Questions,2.5749543009555813,Practice Questions,1.76
10343,Application Exercise,2.9277271739055686,Practice Questions,1.76
10343,Critical Thinking Activity,2.490468896945634,Practice Questions,1.76
10343,Advanced Practice,2.173840925715848,Practice Questions,1.76
10344,Concept Review,0.6189345487314508,Advanced Practice,1.63
10344,Practice Questions,2.3894655823924724,Advanced Practice,1.63
10344,Application Exercise,3.149408845706255,Advanced Practice,1.63
