student_id,selected_activity,selected_estimated_gain,observed_activity,observed_gain,selection_matches_observed_policy
10424,Advanced Practice,4.303449662234059,Application Exercise,6.2,False
10425,Advanced Practice,6.667830356130225,Concept Review,8.61,False
10426,Critical Thinking Activity,2.308718139970283,Advanced Practice,0.0,False
10427,Application Exercise,3.8560715023363787,Advanced Practice,2.42,False
10428,Application Exercise,5.700787915408533,Application Exercise,4.33,True
10429,Application Exercise,2.9443009615498106,Advanced Practice,2.11,False
10430,Application Exercise,4.769836106311715,Critical Thinking Activity,4.52,False
10431,Application Exercise,4.472798801058592,Practice Questions,4.25,False
10432,Application Exercise,4.009553228033922,Advanced Practice,3.69,False
10433,Application Exercise,6.163046986823841,Critical Thinking Activity,3.31,False
10434,Application Exercise,5.251756343887351,Critical Thinking Activity,3.35,False
10435,Application Exercise,2.7940030284689974,Critical Thinking Activity,4.06,False
10436,Practice Questions,2.7902896908251957,Application Exercise,0.0,False
10437,Application Exercise,4.011884173032212,Application Exercise,5.22,True
10438,Concept Review,1.014610072726327,Concept Review,1.35,True
10439,Application Exercise,3.8474053676068705,Advanced Practice,5.21,False
10440,Concept Review,6.329695964606914,Practice Questions,5.84,False
10441,Application Exercise,5.917320022639233,Advanced Practice,1.51,False
10442,Advanced Practice,3.9779310929825478,Critical Thinking Activity,4.3,False
10443,Application Exercise,4.775188171519784,Advanced Practice,5.73,False
10444,Application Exercise,3.225305966457542,Application Exercise,4.39,True
10445,Application Exercise,5.133217489998466,Application Exercise,4.08,True
10446,Application Exercise,4.907882599875954,Practice Questions,3.99,False
10447,Application Exercise,3.7314757743629383,Critical Thinking Activity,0.78,False
10448,Application Exercise,4.895699976971187,Practice Questions,2.31,False
10449,Concept Review,6.14217025348,Practice Questions,7.15,False
10450,Application Exercise,3.3998923879006915,Critical Thinking Activity,0.59,False
10451,Advanced Practice,3.5887806987497366,Critical Thinking Activity,2.25,False
10452,Application Exercise,6.019549830621688,Concept Review,3.91,False
10453,Practice Questions,4.3637432414469846,Advanced Practice,2.17,False
10454,Concept Review,4.820087561328959,Critical Thinking Activity,4.83,False
10455,Application Exercise,3.6514723979346204,Advanced Practice,3.63,False
10456,Application Exercise,5.166786414293416,Advanced Practice,3.69,False
10457,Application Exercise,5.523295531675719,Advanced Practice,2.07,False
10458,Application Exercise,4.4982392777429565,Advanced Practice,4.49,False
10459,Application Exercise,4.309384040065868,Advanced Practice,6.42,False
10460,Application Exercise,3.590797883647868,Advanced Practice,1.45,False
10461,Application Exercise,7.091135200249886,Advanced Practice,4.95,False
10462,Concept Review,5.310024595471005,Practice Questions,5.78,False
10463,Application Exercise,4.60269506802783,Application Exercise,6.29,True
10464,Application Exercise,3.4375172661665045,Application Exercise,2.46,True
10465,Application Exercise,6.637016257697665,Advanced Practice,3.76,False
10466,Application Exercise,4.121527778011068,Concept Review,4.19,False
10467,Advanced Practice,3.2850017484503224,Practice Questions,4.2,False
10468,Application Exercise,5.017400003404201,Advanced Practice,3.49,False
10469,Application Exercise,3.1879430995548743,Advanced Practice,1.23,False
10470,Application Exercise,4.355327699833061,Advanced Practice,4.42,False
10471,Application Exercise,7.024543030003343,Advanced Practice,6.89,False
10472,Practice Questions,3.920400996326283,Critical Thinking Activity,2.82,False
10473,Advanced Practice,2.7484612142848937,Application Exercise,2.71,False
10474,Advanced Practice,5.384032749222735,Application Exercise,3.44,False
10475,Application Exercise,3.6956317231668816,Advanced Practice,3.85,False
10476,Application Exercise,5.467027788736978,Advanced Practice,4.51,False
10477,Application Exercise,3.6232988447892653,Practice Questions,1.78,False
10478,Critical Thinking Activity,3.32062632162662,Application Exercise,3.15,False
10479,Application Exercise,3.676855686184028,Application Exercise,2.84,True
10480,Advanced Practice,6.087850427930543,Application Exercise,7.37,False
10481,Advanced Practice,4.261833227582094,Practice Questions,5.07,False
10482,Application Exercise,3.02216030174477,Advanced Practice,1.75,False
10483,Application Exercise,4.735923958592906,Application Exercise,5.35,True
10484,Application Exercise,6.7425207633509245,Advanced Practice,5.01,False
10485,Application Exercise,5.567426072317217,Advanced Practice,3.75,False
10486,Concept Review,3.2303653443909734,Advanced Practice,2.38,False
10487,Application Exercise,4.073084420262896,Practice Questions,2.77,False
10488,Critical Thinking Activity,1.9897543879012782,Practice Questions,2.24,False
10489,Advanced Practice,5.720919855825313,Concept Review,4.96,False
10490,Application Exercise,4.7667549757376655,Critical Thinking Activity,3.84,False
10491,Advanced Practice,4.569092348783811,Application Exercise,7.42,False
10492,Application Exercise,4.55621464133505,Critical Thinking Activity,6.25,False
10493,Application Exercise,5.171536022421744,Advanced Practice,2.73,False
10494,Application Exercise,4.737033389354069,Advanced Practice,4.79,False
10495,Application Exercise,2.4432419822985665,Advanced Practice,1.25,False
10496,Concept Review,6.351903541463738,Application Exercise,6.44,False
10497,Application Exercise,3.6180568361087078,Practice Questions,3.24,False
10498,Application Exercise,4.800313702387223,Application Exercise,6.33,True
10499,Application Exercise,4.123975028195131,Advanced Practice,4.18,False
10500,Application Exercise,4.718016114512384,Advanced Practice,3.64,False
10501,Application Exercise,6.548161872428658,Critical Thinking Activity,7.48,False
10502,Application Exercise,4.812605975305292,Critical Thinking Activity,4.28,False
10503,Practice Questions,3.2111089566220916,Application Exercise,3.26,False
10504,Application Exercise,4.976142935500388,Critical Thinking Activity,4.37,False
10505,Practice Questions,2.1520953469050212,Practice Questions,2.01,True
10506,Advanced Practice,3.1257683900687967,Advanced Practice,2.95,True
10507,Critical Thinking Activity,6.7056607406615605,Concept Review,5.4,False
10508,Concept Review,6.070277759748311,Critical Thinking Activity,4.72,False
10509,Application Exercise,4.890225995195667,Practice Questions,2.16,False
10510,Application Exercise,5.113659396748255,Practice Questions,2.29,False
10511,Application Exercise,3.779174751919497,Advanced Practice,0.97,False
10512,Concept Review,5.4908431657819055,Concept Review,5.47,True
10513,Practice Questions,3.8591122307951724,Application Exercise,4.22,False
10514,Advanced Practice,2.9896907970690956,Application Exercise,2.33,False
10515,Application Exercise,5.457117840818452,Critical Thinking Activity,0.27,False
10516,Advanced Practice,4.239589851586503,Advanced Practice,6.62,True
10517,Application Exercise,5.227744564581404,Critical Thinking Activity,6.4,False
10518,Application Exercise,1.9571753717210967,Critical Thinking Activity,1.97,False
10519,Concept Review,7.2953635131756425,Advanced Practice,9.47,False
10520,Advanced Practice,3.6403154788728496,Critical Thinking Activity,2.03,False
10521,Application Exercise,4.548828951094025,Concept Review,7.18,False
10522,Application Exercise,2.1136653104278884,Practice Questions,0.0,False
10523,Application Exercise,4.002253325726256,Application Exercise,3.98,True
10524,Concept Review,5.304965686216583,Critical Thinking Activity,3.2,False
10525,Critical Thinking Activity,2.300062972253249,Advanced Practice,1.97,False
10526,Application Exercise,3.7476563951788338,Concept Review,2.86,False
10527,Critical Thinking Activity,4.895729603877378,Concept Review,4.59,False
10528,Application Exercise,4.850795124899058,Application Exercise,5.34,True
10529,Application Exercise,5.508956078133709,Advanced Practice,4.48,False
10530,Critical Thinking Activity,3.319784891567153,Application Exercise,2.11,False
10531,Application Exercise,2.9492812331927247,Advanced Practice,1.35,False
10532,Application Exercise,6.999273750765109,Practice Questions,7.14,False
10533,Application Exercise,5.139490534064616,Critical Thinking Activity,3.15,False
10534,Concept Review,5.6359956168803045,Concept Review,6.66,True
10535,Application Exercise,5.687562718508971,Practice Questions,6.67,False
10536,Advanced Practice,5.555982212729917,Critical Thinking Activity,2.84,False
10537,Application Exercise,5.531829186288626,Advanced Practice,5.16,False
10538,Application Exercise,6.839861812810948,Critical Thinking Activity,9.19,False
10539,Application Exercise,5.527933825405957,Practice Questions,4.21,False
10540,Application Exercise,4.694404927542385,Critical Thinking Activity,4.93,False
10541,Application Exercise,5.475004542981761,Application Exercise,6.48,True
10542,Application Exercise,4.6747873505443005,Concept Review,4.12,False
10543,Application Exercise,5.80314606349178,Advanced Practice,5.43,False
10544,Practice Questions,2.7344231501111143,Application Exercise,1.04,False
10545,Application Exercise,6.131302813947348,Critical Thinking Activity,5.58,False
10546,Application Exercise,5.449009320771613,Critical Thinking Activity,5.21,False
10547,Application Exercise,5.685905704467116,Critical Thinking Activity,5.59,False
10548,Practice Questions,4.913440225532793,Advanced Practice,5.88,False
10549,Application Exercise,3.7058720305870754,Advanced Practice,1.97,False
10550,Application Exercise,2.7504184882888154,Advanced Practice,1.54,False
10551,Application Exercise,3.8657790762270223,Advanced Practice,5.97,False
10552,Application Exercise,3.1911395541038456,Concept Review,2.33,False
10553,Application Exercise,5.269477980772234,Advanced Practice,4.4,False
10554,Application Exercise,4.187710240037476,Advanced Practice,3.82,False
10555,Advanced Practice,4.4758503907456495,Application Exercise,3.32,False
10556,Application Exercise,5.344249745434765,Advanced Practice,7.16,False
10557,Application Exercise,3.8910495663404046,Advanced Practice,2.18,False
10558,Advanced Practice,2.7139125244115605,Critical Thinking Activity,1.24,False
10559,Application Exercise,4.948883367988936,Advanced Practice,2.95,False
10560,Application Exercise,3.068220631073601,Advanced Practice,0.0,False
10561,Application Exercise,4.400856819180358,Application Exercise,3.02,True
10562,Application Exercise,5.806116297211814,Advanced Practice,2.89,False
10563,Application Exercise,4.286700811036169,Critical Thinking Activity,4.27,False
10564,Application Exercise,4.990973621270253,Application Exercise,3.67,True
10565,Application Exercise,4.484876786654146,Application Exercise,5.21,True
10566,Application Exercise,4.104484119710969,Practice Questions,5.43,False
10567,Advanced Practice,4.113214764878351,Application Exercise,4.94,False
10568,Application Exercise,2.30764615694165,Application Exercise,2.4,True
10569,Application Exercise,3.7680090410800773,Critical Thinking Activity,2.79,False
10570,Practice Questions,4.41636804590885,Advanced Practice,1.56,False
10571,Application Exercise,4.3187460136376385,Critical Thinking Activity,2.75,False
10572,Application Exercise,5.358826620917772,Critical Thinking Activity,2.69,False
10573,Application Exercise,5.4408878920947155,Concept Review,5.81,False
10574,Application Exercise,3.0998717520152717,Advanced Practice,6.27,False
10575,Advanced Practice,1.5876994010760628,Advanced Practice,2.08,True
10576,Application Exercise,4.795528876744208,Advanced Practice,1.49,False
10577,Application Exercise,2.2547213146484832,Application Exercise,1.22,True
10578,Application Exercise,5.005028365107606,Practice Questions,3.47,False
10579,Advanced Practice,2.8714510344575093,Application Exercise,3.14,False
10580,Application Exercise,4.823086541285175,Advanced Practice,3.11,False
10581,Application Exercise,4.653330875196226,Advanced Practice,4.02,False
10582,Application Exercise,5.649883689790913,Advanced Practice,2.81,False
10583,Critical Thinking Activity,6.189195710498256,Concept Review,4.48,False
10584,Application Exercise,5.031213666992946,Practice Questions,4.79,False
10585,Application Exercise,6.177702128448843,Advanced Practice,3.12,False
10586,Application Exercise,4.493850097630531,Advanced Practice,4.61,False
10587,Application Exercise,2.7035670346643355,Concept Review,0.62,False
10588,Application Exercise,4.222568166811914,Advanced Practice,6.02,False
10589,Application Exercise,5.251442970312613,Advanced Practice,2.66,False
10590,Critical Thinking Activity,4.419061078050613,Practice Questions,3.66,False
10591,Application Exercise,7.161787716062514,Advanced Practice,6.25,False
10592,Application Exercise,4.5845111555934235,Concept Review,3.48,False
10593,Concept Review,4.634548700994633,Critical Thinking Activity,4.39,False
10594,Practice Questions,5.210780004721968,Concept Review,5.93,False
10595,Application Exercise,5.532206479792421,Concept Review,5.86,False
10596,Application Exercise,6.179027739083064,Advanced Practice,6.77,False
10597,Critical Thinking Activity,6.18333556530256,Concept Review,5.87,False
10598,Application Exercise,2.9501655006689784,Practice Questions,1.47,False
10599,Advanced Practice,1.0431238196184047,Advanced Practice,4.63,True
10600,Advanced Practice,1.2010235086352905,Advanced Practice,2.71,True
10601,Concept Review,5.749856106200706,Practice Questions,4.32,False
10602,Practice Questions,0.9555203053905443,Advanced Practice,0.9,False
10603,Application Exercise,1.7515486157313778,Advanced Practice,1.0,False
10604,Application Exercise,4.670165564410987,Application Exercise,4.52,True
10605,Application Exercise,4.446494558261663,Practice Questions,2.07,False
10606,Critical Thinking Activity,2.481388842524936,Critical Thinking Activity,2.0,True
10607,Application Exercise,3.738505378187313,Critical Thinking Activity,4.96,False
10608,Application Exercise,5.503090302952227,Critical Thinking Activity,5.08,False
10609,Application Exercise,5.043212187250459,Critical Thinking Activity,0.08,False
10610,Application Exercise,4.701289696941846,Advanced Practice,4.96,False
10611,Concept Review,5.29246706075817,Advanced Practice,6.16,False
10612,Application Exercise,2.4879805831167916,Concept Review,1.4,False
10613,Application Exercise,3.13925696893607,Application Exercise,4.06,True
10614,Practice Questions,2.9764012961457262,Advanced Practice,1.7,False
10615,Application Exercise,4.692662353170384,Application Exercise,3.6,True
10616,Application Exercise,3.590995306506615,Advanced Practice,4.31,False
10617,Application Exercise,6.185808762461885,Critical Thinking Activity,5.43,False
10618,Critical Thinking Activity,2.858559830415113,Application Exercise,0.18,False
10619,Application Exercise,5.132794750832968,Application Exercise,5.14,True
10620,Critical Thinking Activity,6.132994738567106,Critical Thinking Activity,5.78,True
10621,Application Exercise,4.595959880653507,Critical Thinking Activity,6.09,False
10622,Application Exercise,3.6111629902690443,Critical Thinking Activity,2.59,False
10623,Application Exercise,3.9390127306405005,Critical Thinking Activity,2.31,False
10624,Application Exercise,3.2819749844988357,Critical Thinking Activity,4.03,False
10625,Application Exercise,2.4966959953184915,Practice Questions,1.94,False
10626,Application Exercise,5.135921602180658,Concept Review,3.34,False
10627,Critical Thinking Activity,4.844533649092503,Critical Thinking Activity,6.18,True
10628,Application Exercise,6.508833921900382,Critical Thinking Activity,5.49,False
10629,Application Exercise,4.571300553876559,Concept Review,3.46,False
10630,Advanced Practice,3.3104170414500764,Application Exercise,3.6,False
10631,Concept Review,4.290682440118623,Application Exercise,2.86,False
10632,Critical Thinking Activity,4.92971545429827,Concept Review,3.83,False
10633,Application Exercise,5.876818623262143,Advanced Practice,4.61,False
10634,Application Exercise,4.1034411701231575,Advanced Practice,3.77,False
10635,Application Exercise,3.3494482847746987,Practice Questions,4.7,False
10636,Application Exercise,4.384539660814137,Advanced Practice,4.45,False
10637,Application Exercise,3.337190247898439,Critical Thinking Activity,3.36,False
10638,Application Exercise,5.415671102245254,Practice Questions,5.36,False
10639,Practice Questions,2.0138383766279544,Advanced Practice,3.07,False
10640,Application Exercise,5.183958583779965,Advanced Practice,4.57,False
10641,Critical Thinking Activity,5.2736877194130125,Critical Thinking Activity,5.28,True
10642,Application Exercise,4.16262680910012,Critical Thinking Activity,2.89,False
10643,Practice Questions,4.608980826495591,Application Exercise,3.12,False
10644,Application Exercise,7.3081025941267255,Advanced Practice,6.44,False
10645,Critical Thinking Activity,1.3828943654681551,Practice Questions,1.28,False
10646,Concept Review,6.194363435445132,Concept Review,5.59,True
10647,Application Exercise,3.7707154197227375,Advanced Practice,4.64,False
10648,Application Exercise,6.060190058945002,Advanced Practice,3.6,False
10649,Application Exercise,4.1371048997966,Critical Thinking Activity,3.36,False
10650,Application Exercise,3.4434324938194423,Advanced Practice,3.75,False
10651,Application Exercise,4.475530057106525,Practice Questions,3.83,False
10652,Application Exercise,6.180563501512636,Critical Thinking Activity,4.88,False
10653,Concept Review,6.22257049856027,Application Exercise,6.05,False
10654,Practice Questions,2.387192024861664,Advanced Practice,2.39,False
10655,Application Exercise,5.368068610012758,Concept Review,2.44,False
10656,Concept Review,5.007907875129783,Concept Review,4.2,True
10657,Application Exercise,4.942857689338821,Critical Thinking Activity,6.44,False
10658,Application Exercise,3.6711807832020193,Advanced Practice,1.69,False
10659,Concept Review,3.8322842514003765,Concept Review,3.59,True
10660,Critical Thinking Activity,5.556018375620144,Application Exercise,4.3,False
10661,Application Exercise,3.271762809366122,Advanced Practice,2.12,False
10662,Application Exercise,6.3643684187839895,Concept Review,4.18,False
10663,Advanced Practice,4.947662532036336,Critical Thinking Activity,5.4,False
10664,Concept Review,5.8442108894982425,Advanced Practice,5.81,False
10665,Application Exercise,6.644285468788063,Advanced Practice,6.17,False
10666,Advanced Practice,3.7224660955379494,Critical Thinking Activity,2.04,False
10667,Application Exercise,5.6304339666756515,Advanced Practice,4.16,False
10668,Critical Thinking Activity,4.036931732542514,Application Exercise,3.57,False
10669,Application Exercise,5.55519442722233,Critical Thinking Activity,5.52,False
10670,Critical Thinking Activity,5.3422817954865724,Application Exercise,4.22,False
10671,Application Exercise,3.5237834456618167,Application Exercise,4.85,True
10672,Application Exercise,2.890091801581525,Critical Thinking Activity,3.6,False
10673,Concept Review,2.340448548990005,Critical Thinking Activity,0.79,False
10674,Application Exercise,6.487572061626297,Critical Thinking Activity,4.93,False
10675,Application Exercise,4.713457326863339,Critical Thinking Activity,3.3,False
10676,Application Exercise,4.101583464865999,Advanced Practice,7.46,False
10677,Application Exercise,4.264077045673895,Advanced Practice,3.25,False
10678,Concept Review,3.063609316261786,Practice Questions,5.75,False
10679,Application Exercise,2.386992924845342,Advanced Practice,0.01,False
10680,Application Exercise,6.060640861975074,Concept Review,3.36,False
10681,Practice Questions,3.1559144762804614,Advanced Practice,2.01,False
10682,Application Exercise,3.761219277370922,Critical Thinking Activity,1.13,False
10683,Concept Review,3.45762863237075,Application Exercise,2.91,False
10684,Critical Thinking Activity,5.0921939405284515,Concept Review,3.71,False
10685,Advanced Practice,4.594072536452403,Advanced Practice,3.51,True
10686,Application Exercise,2.5165729353336275,Advanced Practice,3.61,False
10687,Application Exercise,5.569638780089647,Advanced Practice,6.56,False
10688,Application Exercise,5.488678806727419,Critical Thinking Activity,6.62,False
10689,Application Exercise,3.7553608611074707,Advanced Practice,3.79,False
10690,Practice Questions,5.305549004308463,Advanced Practice,5.0,False
10691,Application Exercise,4.293664173920691,Advanced Practice,3.14,False
10692,Application Exercise,4.483700235960985,Advanced Practice,2.15,False
10693,Application Exercise,4.976602260796513,Critical Thinking Activity,5.34,False
10694,Application Exercise,5.000342676502346,Critical Thinking Activity,2.63,False
10695,Application Exercise,7.035155628902052,Application Exercise,4.52,True
10696,Application Exercise,2.9665788877471684,Practice Questions,3.79,False
10697,Application Exercise,3.953780160402225,Advanced Practice,6.0,False
10698,Application Exercise,3.632625190471453,Concept Review,4.06,False
10699,Application Exercise,4.71734144177551,Application Exercise,6.1,True
10700,Application Exercise,2.9322930649053376,Critical Thinking Activity,1.42,False
10701,Application Exercise,5.430856492013678,Advanced Practice,2.94,False
10702,Application Exercise,5.032739851491952,Concept Review,5.2,False
10703,Application Exercise,3.536102591920598,Advanced Practice,3.25,False
10704,Application Exercise,4.530089516774941,Critical Thinking Activity,3.99,False
10705,Advanced Practice,3.6386446175628464,Practice Questions,3.17,False
10706,Application Exercise,2.1937960894323263,Advanced Practice,3.55,False
10707,Application Exercise,4.608974540383443,Advanced Practice,1.85,False
10708,Application Exercise,5.358746915481602,Advanced Practice,3.07,False
10709,Concept Review,4.064999021983613,Practice Questions,2.5,False
10710,Critical Thinking Activity,3.6888526054192243,Application Exercise,3.58,False
10711,Advanced Practice,3.9355306275046726,Critical Thinking Activity,2.24,False
10712,Practice Questions,3.8337124631791157,Critical Thinking Activity,2.78,False
10713,Critical Thinking Activity,4.750444667455394,Concept Review,3.56,False
10714,Advanced Practice,2.2233456685525312,Application Exercise,1.69,False
10715,Advanced Practice,2.8136687013506734,Concept Review,0.72,False
10716,Application Exercise,4.769731622627871,Advanced Practice,3.16,False
10717,Critical Thinking Activity,6.958414174263694,Concept Review,8.48,False
10718,Application Exercise,5.92777012983002,Practice Questions,4.91,False
10719,Application Exercise,3.976127003949576,Application Exercise,5.47,True
10720,Application Exercise,5.309829401818497,Practice Questions,6.73,False
10721,Application Exercise,4.139678502194579,Advanced Practice,3.23,False
10722,Application Exercise,5.691940653366719,Practice Questions,4.58,False
10723,Application Exercise,5.559378176089508,Practice Questions,4.45,False
10724,Application Exercise,5.7354095761233905,Critical Thinking Activity,6.56,False
10725,Application Exercise,3.601591787459539,Critical Thinking Activity,2.84,False
10726,Application Exercise,4.631036314834731,Critical Thinking Activity,0.32,False
10727,Concept Review,5.107565040416315,Practice Questions,5.46,False
10728,Application Exercise,4.081083313529198,Advanced Practice,1.06,False
10729,Practice Questions,3.8477490631445095,Concept Review,2.4,False
10730,Application Exercise,5.087911052190234,Practice Questions,4.22,False
10731,Critical Thinking Activity,2.713883421907976,Practice Questions,2.27,False
10732,Advanced Practice,4.359486080403018,Application Exercise,2.02,False
10733,Practice Questions,4.743555854621561,Application Exercise,4.75,False
10734,Critical Thinking Activity,3.712296502830223,Practice Questions,4.82,False
10735,Application Exercise,6.806999179345542,Practice Questions,4.42,False
10736,Advanced Practice,1.8927534606646388,Application Exercise,3.68,False
10737,Concept Review,5.66353950363884,Practice Questions,3.37,False
10738,Concept Review,5.803863391352611,Critical Thinking Activity,8.41,False
10739,Critical Thinking Activity,4.822589958800587,Critical Thinking Activity,4.17,True
10740,Application Exercise,2.7315810543484935,Application Exercise,2.31,True
10741,Application Exercise,2.046506002561968,Advanced Practice,0.0,False
10742,Application Exercise,5.161066555545471,Advanced Practice,4.31,False
10743,Application Exercise,3.3005779476267483,Practice Questions,2.7,False
10744,Application Exercise,5.062709096758384,Advanced Practice,4.57,False
10745,Application Exercise,4.620182751832889,Critical Thinking Activity,3.29,False
10746,Critical Thinking Activity,4.666856799834323,Application Exercise,2.73,False
10747,Application Exercise,4.178864874658222,Application Exercise,5.28,True
10748,Application Exercise,5.822083891778096,Concept Review,5.68,False
10749,Advanced Practice,3.0532321713165453,Advanced Practice,5.25,True
10750,Application Exercise,5.668447218139737,Concept Review,4.61,False
10751,Application Exercise,3.0621146014856553,Critical Thinking Activity,2.17,False
10752,Application Exercise,3.957426584602855,Critical Thinking Activity,3.9,False
10753,Advanced Practice,3.1916269232810217,Application Exercise,0.48,False
10754,Advanced Practice,2.5544010812336557,Application Exercise,0.94,False
10755,Application Exercise,3.209066798178067,Guided Review,3.16,False
10756,Application Exercise,4.0559989750545915,Advanced Practice,2.17,False
10757,Application Exercise,4.418010315356115,Advanced Practice,1.05,False
10758,Application Exercise,5.170324354968901,Application Exercise,6.45,True
10759,Concept Review,4.682695740496831,Practice Questions,2.24,False
10760,Application Exercise,6.245448948903647,Advanced Practice,5.89,False
10761,Application Exercise,4.177342898342913,Application Exercise,3.36,True
10762,Application Exercise,3.140451341944416,Advanced Practice,0.0,False
10763,Application Exercise,4.04089399726445,Critical Thinking Activity,3.25,False
10764,Advanced Practice,4.514295387373069,Application Exercise,4.94,False
10765,Advanced Practice,2.784026815955232,Application Exercise,3.39,False
10766,Application Exercise,2.18435776585445,Advanced Practice,2.95,False
10767,Application Exercise,2.634800462208666,Advanced Practice,1.72,False
10768,Application Exercise,5.42322789599552,Advanced Practice,5.22,False
10769,Application Exercise,3.7439666595716337,Critical Thinking Activity,2.26,False
10770,Application Exercise,7.259281317131487,Concept Review,4.43,False
10771,Application Exercise,3.791440234385947,Advanced Practice,1.37,False
10772,Advanced Practice,4.581308212933125,Critical Thinking Activity,2.26,False
10773,Application Exercise,2.3403790762333423,Application Exercise,3.89,True
10774,Application Exercise,5.644005816013431,Critical Thinking Activity,2.57,False
10775,Application Exercise,2.734919466402557,Critical Thinking Activity,1.89,False
10776,Application Exercise,3.235012499693179,Practice Questions,2.13,False
10777,Application Exercise,4.483744089405512,Advanced Practice,3.26,False
10778,Application Exercise,5.622669993266441,Application Exercise,6.78,True
10779,Application Exercise,2.980541831436904,Advanced Practice,1.81,False
10780,Application Exercise,5.04559589551379,Advanced Practice,5.0,False
10781,Concept Review,2.9880129874230295,Practice Questions,2.68,False
10782,Application Exercise,3.8175196643566247,Application Exercise,3.39,True
10783,Application Exercise,5.065049194191684,Advanced Practice,7.44,False
10784,Application Exercise,2.919449117733355,Critical Thinking Activity,0.55,False
10785,Application Exercise,5.676301803283378,Application Exercise,7.44,True
10786,Concept Review,5.106757991494806,Advanced Practice,5.61,False
10787,Application Exercise,4.303110781722983,Advanced Practice,1.91,False
10788,Application Exercise,4.866237760225769,Practice Questions,6.8,False
10789,Application Exercise,4.814271759118689,Concept Review,2.02,False
10790,Application Exercise,4.611002236705743,Advanced Practice,2.72,False
10791,Application Exercise,3.773631800070606,Critical Thinking Activity,1.55,False
10792,Application Exercise,3.1920468111249676,Critical Thinking Activity,3.1,False
10793,Critical Thinking Activity,4.756020595063611,Application Exercise,2.81,False
10794,Advanced Practice,3.776452683139774,Critical Thinking Activity,4.29,False
10795,Application Exercise,3.339151649968143,Critical Thinking Activity,2.99,False
10796,Advanced Practice,4.026101364015694,Advanced Practice,3.15,True
10797,Concept Review,4.537128844728116,Concept Review,5.03,True
10798,Critical Thinking Activity,3.290230688911215,Concept Review,2.91,False
10799,Application Exercise,5.540153141333084,Concept Review,3.65,False
10800,Application Exercise,2.0675105252529278,Application Exercise,5.75,True
10801,Concept Review,4.06536229958297,Practice Questions,3.24,False
10802,Application Exercise,4.535673238469349,Critical Thinking Activity,0.96,False
10803,Application Exercise,6.161038392059861,Concept Review,4.05,False
10804,Advanced Practice,4.917186952361888,Application Exercise,3.01,False
10805,Application Exercise,3.6208764036399685,Advanced Practice,4.72,False
10806,Application Exercise,6.049949285748214,Critical Thinking Activity,6.29,False
10807,Application Exercise,5.319278082446407,Advanced Practice,4.92,False
10808,Application Exercise,4.3738096741059795,Practice Questions,3.32,False
10809,Application Exercise,4.410692435400893,Application Exercise,3.78,True
10810,Application Exercise,3.3157055591288644,Critical Thinking Activity,2.29,False
10811,Application Exercise,4.627881581636443,Practice Questions,3.61,False
10812,Application Exercise,5.5391130704800435,Advanced Practice,5.79,False
10813,Application Exercise,4.376281393230184,Advanced Practice,4.57,False
10814,Critical Thinking Activity,6.872158010105135,Concept Review,7.38,False
10815,Application Exercise,3.497947014898269,Advanced Practice,3.45,False
10816,Application Exercise,4.419179426630761,Practice Questions,4.35,False
10817,Critical Thinking Activity,4.081904009419926,Advanced Practice,4.11,False
10818,Application Exercise,1.4712909056456578,Practice Questions,1.43,False
10819,Application Exercise,4.1533749517430225,Advanced Practice,4.74,False
10820,Concept Review,3.8090828614398173,Advanced Practice,2.56,False
10821,Advanced Practice,4.511048516606835,Critical Thinking Activity,2.96,False
10822,Application Exercise,2.856483463095934,Concept Review,0.0,False
10823,Application Exercise,3.8180517720543214,Advanced Practice,2.17,False
10824,Application Exercise,2.4211915443751515,Advanced Practice,0.0,False
10825,Application Exercise,5.954245294732715,Practice Questions,5.68,False
10826,Advanced Practice,2.9880620468320953,Application Exercise,2.96,False
10827,Application Exercise,6.665531176639982,Advanced Practice,7.02,False
10828,Application Exercise,6.105933939282327,Critical Thinking Activity,4.21,False
10829,Critical Thinking Activity,1.7189094339606048,Application Exercise,1.2,False
10830,Application Exercise,5.195796367568347,Advanced Practice,5.98,False
10831,Application Exercise,4.65040857257664,Critical Thinking Activity,6.43,False
10832,Application Exercise,4.748599358410683,Advanced Practice,2.94,False
10833,Application Exercise,4.985887274525137,Advanced Practice,3.53,False
10834,Concept Review,3.424860371619123,Critical Thinking Activity,3.61,False
10835,Advanced Practice,2.2789448534888437,Critical Thinking Activity,3.01,False
10836,Practice Questions,2.709043158981526,Advanced Practice,1.99,False
10837,Concept Review,5.460236554974276,Concept Review,7.27,True
10838,Concept Review,3.550225306554136,Concept Review,0.56,True
10839,Advanced Practice,5.1362269996664445,Critical Thinking Activity,4.5,False
10840,Application Exercise,6.248569373551658,Advanced Practice,5.8,False
10841,Practice Questions,4.581628991573295,Concept Review,5.73,False
10842,Application Exercise,3.3102283536942707,Application Exercise,5.0,True
10843,Application Exercise,4.480265724503399,Advanced Practice,4.86,False
10844,Application Exercise,4.268805127105266,Application Exercise,3.44,True
10845,Practice Questions,3.19371839330213,Concept Review,4.89,False
10846,Critical Thinking Activity,4.251935720291022,Practice Questions,2.26,False
10847,Critical Thinking Activity,4.735625364246254,Application Exercise,6.07,False
10848,Application Exercise,5.406329405617396,Application Exercise,7.58,True
10849,Application Exercise,3.5656745243810724,Advanced Practice,4.21,False
