student_id,age,gender,class_year,previous_gpa,prior_course_grade,attendance_rate,absence_hours,study_hours_week,weekly_questions,quiz_average,assignment_average,assignment_on_time,midterm,practice_test_score,lms_login_count,video_watch_minutes,motivation,self_efficacy,academic_anxiety,time_management,self_regulation,preferred_learning_type,recommendation_completion_rate,conceptual_understanding,problem_solving,application_skills,critical_thinking,advanced_topics,weakest_topic,learning_risk_score,learning_risk_level,recommended_activity,recommended_duration_min,expected_learning_gain,final_grade
10255,18,M,2,1.86,72.3,45.3,31.0,8.2,153,74.3,61.4,36.6,73.7,74.5,8,292,2.93,2.23,3.08,2.39,1.07,Video,29.0,88.7,100.0,60.6,80.3,71.7,Application Skills,38.8,Medium,Application Exercise,25,1.01,56.7
10256,20,M,1,2.66,75.0,100.0,0.3,7.2,344,97.7,84.4,86.6,69.2,83.4,33,791,3.93,3.89,2.55,4.8,4.56,Video,77.4,100.0,75.9,80.6,79.2,85.8,Problem Solving,19.9,Low,Practice Questions,25,5.49,81.4
10257,24,M,4,2.03,56.6,79.3,13.8,2.1,186,57.6,76.4,84.4,44.2,58.3,17,131,2.47,3.15,3.1,3.72,3.66,Video,40.3,59.7,62.0,73.1,63.2,62.4,Conceptual Understanding,45.3,Medium,Concept Review,25,4.87,54.2
10258,20,M,4,2.0,69.3,71.5,16.6,0.5,88,62.7,62.9,66.2,53.4,54.8,11,219,2.39,3.55,2.23,2.77,2.99,Video,36.1,76.1,48.0,79.4,57.5,60.7,Problem Solving,38.4,Medium,Practice Questions,25,6.23,64.8
10259,22,F,1,3.14,72.3,86.8,6.1,7.8,297,78.1,85.2,92.4,76.1,86.2,40,379,2.85,3.91,1.65,4.07,4.01,Video,72.1,100.0,93.6,76.4,75.3,100.0,Critical Thinking,19.3,Low,Critical Thinking Activity,30,5.52,86.4
10260,23,F,4,2.95,50.9,84.1,4.1,2.8,244,51.1,67.8,86.4,59.2,64.3,35,481,3.1,2.61,2.25,2.63,4.2,Video,69.4,69.2,65.2,79.7,72.7,61.6,Advanced Topics,38.2,Medium,Advanced Practice,30,5.06,65.6
10261,19,M,2,2.26,42.0,73.9,13.9,1.6,97,60.0,50.6,65.6,43.8,48.5,6,93,2.07,2.41,1.38,2.38,2.36,Quiz,34.3,58.4,50.2,65.5,59.8,47.4,Advanced Topics,43.3,Medium,Advanced Practice,35,2.3,54.7
10262,21,F,2,2.33,56.4,75.9,15.3,7.1,263,75.3,72.4,82.3,83.2,73.2,30,416,3.48,2.9,2.99,3.62,4.12,Video,61.7,93.8,82.0,77.2,72.6,68.9,Advanced Topics,27.3,Low,Advanced Practice,30,5.24,75.2
10263,18,M,1,2.88,56.0,91.5,3.9,3.2,222,80.7,81.9,72.8,93.5,75.1,26,168,2.39,3.8,1.94,3.37,3.13,Quiz,39.5,92.9,96.1,82.3,86.6,74.8,Advanced Topics,18.3,Low,Advanced Practice,20,2.24,83.2
10264,19,M,2,2.98,71.4,73.0,14.9,1.5,231,60.7,72.5,74.1,65.1,71.9,19,182,3.03,3.32,2.08,3.06,3.11,Video,60.4,78.6,56.3,75.0,72.0,69.3,Problem Solving,33.1,Low,Practice Questions,20,4.38,74.3
10265,21,F,3,1.98,73.1,67.0,19.0,4.4,195,75.0,74.6,60.8,72.2,65.9,13,218,3.17,2.72,3.88,2.74,2.09,Video,39.3,81.5,64.4,84.6,76.8,67.5,Problem Solving,38.6,Medium,Practice Questions,35,3.32,58.0
10266,19,F,3,3.48,70.5,60.5,19.7,5.7,225,71.0,86.2,65.3,82.3,77.6,18,348,3.37,3.37,3.78,2.5,3.01,Video,58.4,90.8,81.3,88.4,88.4,61.8,Advanced Topics,31.1,Low,Advanced Practice,30,4.37,74.7
10267,25,M,1,2.76,38.9,64.9,20.5,2.2,134,61.1,54.2,60.2,45.0,53.0,8,69,3.13,2.18,2.27,2.97,2.37,Video,37.8,56.6,53.7,62.1,69.7,43.3,Advanced Topics,48.8,Medium,Advanced Practice,30,3.51,44.5
10268,18,F,1,2.97,68.4,69.4,20.1,3.0,98,66.9,78.9,68.0,57.0,65.2,13,255,2.81,3.41,1.14,3.19,3.05,Video,50.5,73.9,64.6,66.7,67.2,74.2,Problem Solving,32.8,Low,Practice Questions,25,4.46,70.4
10269,21,M,2,2.74,65.8,78.0,11.8,7.3,265,75.5,82.4,82.5,70.4,67.6,18,333,3.54,3.16,2.42,3.16,3.01,Video,55.9,73.7,85.3,64.3,72.6,74.9,Application Skills,27.4,Low,Application Exercise,25,1.31,77.0
10270,22,F,2,2.79,50.8,71.4,13.5,6.8,182,68.7,78.9,56.5,55.4,66.5,14,240,2.94,2.24,3.35,1.94,2.29,Video,37.9,85.5,69.2,48.5,49.3,65.3,Application Skills,42.9,Medium,Application Exercise,25,3.71,52.6
10271,25,M,1,2.56,61.5,76.5,12.8,5.4,222,66.6,71.6,80.4,57.5,78.5,12,348,3.1,2.88,2.9,3.34,3.13,Video,47.2,81.0,75.4,74.8,80.6,61.2,Advanced Topics,37.3,Medium,Advanced Practice,30,2.75,64.4
10272,18,F,2,1.82,64.1,74.1,9.8,5.5,221,70.9,74.2,90.9,60.8,61.7,20,181,3.2,3.46,2.17,3.75,3.26,Video,49.2,83.7,55.3,63.4,51.9,63.8,Critical Thinking,32.5,Low,Critical Thinking Activity,25,2.29,68.8
10273,24,M,4,2.61,63.3,78.0,12.8,7.7,300,84.3,86.2,87.4,76.6,80.2,21,428,3.77,3.95,1.32,3.19,3.19,Video,70.4,90.3,87.4,85.0,74.1,84.6,Critical Thinking,19.7,Low,Critical Thinking Activity,25,2.96,82.3
10274,22,F,4,2.64,89.9,93.4,4.5,7.8,277,84.6,97.3,90.7,93.0,84.6,29,329,3.93,4.34,2.07,4.06,4.07,Video,77.5,89.9,100.0,95.5,89.4,100.0,Critical Thinking,13.4,Low,Critical Thinking Activity,20,6.22,89.8
10275,19,M,2,2.4,65.0,98.2,4.3,4.0,248,59.1,53.5,84.3,41.7,44.9,24,435,2.32,2.08,2.81,3.11,3.33,Video,34.9,51.7,50.4,54.7,58.6,58.0,Problem Solving,45.0,Medium,Practice Questions,25,3.15,51.2
10276,23,F,4,3.02,86.8,94.3,2.8,7.7,259,80.8,82.1,94.8,78.3,70.3,33,439,3.45,3.88,2.56,3.98,4.53,Video,78.7,100.0,100.0,73.0,92.0,82.4,Application Skills,20.2,Low,Application Exercise,20,3.46,84.3
10277,22,M,2,1.2,57.1,53.3,26.5,0.5,11,41.6,54.2,46.3,26.1,20.0,7,24,2.49,1.65,3.27,1.57,1.3,Quiz,28.6,36.5,30.4,30.9,55.3,34.0,Problem Solving,65.4,High,Practice Questions,30,2.36,26.7
10278,20,M,2,2.1,46.0,72.1,13.6,0.5,160,55.7,56.3,71.2,50.6,61.4,20,106,2.12,2.45,2.58,2.19,2.52,Quiz,32.3,63.4,66.3,47.3,45.6,27.0,Advanced Topics,46.5,Medium,Advanced Practice,35,0.59,51.3
10279,22,F,1,2.02,85.2,80.7,9.9,5.4,207,59.7,71.1,71.3,70.9,46.2,5,314,2.75,3.61,3.23,3.0,1.98,Video,33.8,73.9,75.3,72.6,72.6,54.2,Advanced Topics,35.4,Medium,Advanced Practice,25,2.58,62.2
10280,21,F,3,1.77,53.2,55.1,21.7,5.6,186,58.4,68.3,66.5,48.5,60.1,12,337,4.18,2.97,2.82,3.67,3.74,Video,70.7,71.1,62.6,69.9,43.4,57.6,Critical Thinking,43.2,Medium,Critical Thinking Activity,25,5.42,61.0
10281,22,F,4,2.31,50.3,72.1,14.9,5.2,250,50.4,52.1,72.8,54.4,51.0,13,165,3.25,2.8,2.37,3.25,3.0,Video,44.8,54.5,58.3,67.8,61.4,49.7,Advanced Topics,42.8,Medium,Advanced Practice,25,4.9,55.0
10282,23,M,3,1.95,59.4,85.5,7.4,1.9,86,68.8,65.7,75.3,54.2,51.1,19,126,3.43,2.71,3.27,2.87,3.09,Video,48.4,69.2,47.4,78.0,63.3,62.4,Problem Solving,42.6,Medium,Practice Questions,30,6.44,52.4
10283,25,M,2,2.58,60.1,56.0,24.8,4.7,124,73.9,71.5,62.5,60.1,75.0,8,283,2.32,2.43,2.41,1.85,2.2,Video,12.9,69.8,67.1,64.5,77.3,60.6,Advanced Topics,39.4,Medium,Advanced Practice,25,0.0,59.0
10284,19,F,3,1.84,65.2,75.4,12.3,3.5,277,73.7,66.0,74.9,68.7,64.9,17,166,2.68,3.29,2.73,2.98,2.88,Video,49.1,84.7,67.5,56.6,66.0,53.9,Advanced Topics,32.0,Low,Advanced Practice,20,3.54,70.3
10285,26,F,1,1.55,30.0,63.8,20.1,0.5,102,46.7,40.7,68.7,26.8,30.6,13,54,2.72,1.72,1.77,3.39,2.3,Video,31.8,42.5,25.3,50.5,39.9,29.4,Problem Solving,53.6,Medium,Practice Questions,25,2.14,49.1
10286,18,F,4,1.52,35.3,67.6,17.1,0.5,101,30.4,43.2,77.9,29.3,34.4,15,92,2.92,1.98,4.56,2.79,3.36,Video,50.5,48.0,43.6,44.0,33.0,5.5,Advanced Topics,59.4,Medium,Advanced Practice,25,4.71,52.4
10287,21,M,2,1.98,62.2,53.4,25.0,2.8,55,48.0,62.8,61.1,43.6,44.1,12,112,2.42,2.88,3.81,2.54,1.27,Video,16.8,54.0,47.3,53.5,50.4,49.1,Problem Solving,50.2,Medium,Practice Questions,25,1.53,56.9
10288,23,F,2,2.7,68.2,81.8,10.2,4.1,227,73.6,87.4,78.7,77.2,68.1,24,178,3.33,3.16,1.92,2.92,2.69,Video,49.2,80.1,78.6,91.7,82.7,74.9,Advanced Topics,28.8,Low,Advanced Practice,20,2.95,67.9
10289,22,M,3,1.3,30.0,69.2,17.0,3.5,159,40.6,53.7,64.1,22.7,33.9,14,23,2.26,1.0,2.82,2.0,1.79,Video,19.8,30.9,31.8,30.0,31.9,37.6,Application Skills,61.5,High,Application Exercise,40,1.06,34.2
10290,20,F,3,2.0,63.6,82.6,11.1,7.1,183,68.9,62.8,81.9,66.4,80.4,22,201,3.02,3.23,3.91,3.09,2.63,Video,35.7,77.2,64.7,90.0,75.1,56.0,Advanced Topics,35.4,Medium,Advanced Practice,25,1.28,64.7
10291,21,M,1,1.74,61.4,49.8,27.4,0.6,58,55.3,61.1,51.7,63.1,32.8,8,153,1.65,2.24,2.85,1.51,1.5,Video,26.3,59.6,56.5,74.5,48.0,56.1,Critical Thinking,48.3,Medium,Critical Thinking Activity,25,3.2,47.5
10292,20,F,3,3.9,69.9,92.0,3.7,8.7,344,89.9,84.9,85.2,86.9,86.1,39,370,3.1,3.92,2.25,3.72,4.61,Video,45.6,100.0,94.1,98.0,83.6,95.5,Critical Thinking,15.0,Low,Critical Thinking Activity,25,5.57,88.6
10293,20,F,1,2.12,64.9,88.2,6.2,5.2,225,69.3,66.3,85.0,70.3,61.1,10,256,3.09,3.16,1.63,2.66,2.91,Video,60.9,79.0,80.4,85.2,66.1,54.5,Advanced Topics,24.9,Low,Advanced Practice,20,5.44,82.2
10294,23,M,3,2.7,70.3,95.2,1.2,8.2,259,78.2,80.2,82.7,90.3,85.8,38,556,3.69,4.06,2.58,4.13,3.5,Video,65.2,97.3,96.2,94.0,85.7,91.0,Critical Thinking,19.5,Low,Critical Thinking Activity,25,4.22,78.4
10295,22,M,4,3.0,70.1,77.6,11.6,7.1,297,85.3,84.5,69.5,80.4,76.7,11,300,3.9,3.24,2.49,3.81,3.42,Video,53.5,100.0,92.6,85.4,81.8,83.7,Critical Thinking,24.4,Low,Critical Thinking Activity,20,3.22,75.8
10296,20,M,4,2.87,46.6,60.7,25.7,3.5,144,46.4,59.9,41.4,37.3,47.7,3,156,2.15,1.82,3.45,3.25,2.06,Video,19.1,69.9,51.5,53.9,47.9,54.4,Critical Thinking,52.0,Medium,Critical Thinking Activity,30,0.3,55.8
10297,23,F,3,2.45,63.5,74.8,12.0,3.7,161,66.7,76.2,76.5,77.8,75.2,17,168,2.7,4.06,1.63,2.73,3.25,Video,63.2,100.0,80.1,81.0,76.3,51.6,Advanced Topics,28.2,Low,Advanced Practice,25,4.95,69.1
10298,22,F,2,2.82,54.6,72.3,14.7,0.5,91,56.8,63.4,51.1,48.2,50.9,16,332,1.89,2.55,1.81,2.03,2.04,Video,20.7,72.6,57.7,65.7,53.1,47.8,Advanced Topics,43.4,Medium,Advanced Practice,35,0.4,56.9
10299,23,M,1,2.53,55.2,69.2,16.2,3.5,152,72.3,79.2,63.4,64.2,80.6,1,172,3.53,3.51,2.34,2.59,2.75,Video,40.7,76.6,80.7,71.1,92.0,70.1,Advanced Topics,31.6,Low,Advanced Practice,20,6.0,73.7
10300,23,M,3,4.0,100.0,100.0,0.0,22.9,600,100.0,100.0,100.0,100.0,100.0,57,778,4.54,5.0,1.9,5.0,5.0,Video,99.0,100.0,100.0,100.0,89.3,100.0,Critical Thinking,3.8,Low,Critical Thinking Activity,20,5.1,100.0
10301,20,F,1,1.28,51.6,46.3,28.9,5.4,118,54.9,66.9,63.8,60.5,55.8,14,268,3.48,1.7,1.74,2.95,2.41,Video,53.9,65.7,65.5,61.3,47.1,53.8,Critical Thinking,43.0,Medium,Critical Thinking Activity,25,3.82,58.0
10302,20,F,2,2.95,89.0,80.9,11.1,12.5,365,99.3,90.7,79.1,91.9,100.0,37,442,4.08,4.75,2.64,3.65,3.83,Video,59.3,100.0,99.8,79.2,96.6,100.0,Application Skills,9.9,Low,Application Exercise,30,7.09,98.0
10303,23,F,2,2.4,51.6,77.7,8.8,3.6,272,60.9,71.7,78.8,55.9,68.3,18,283,3.73,3.61,3.27,3.06,3.26,Video,55.0,74.9,71.2,74.7,69.0,67.3,Advanced Topics,40.0,Medium,Advanced Practice,35,5.03,59.8
10304,23,M,1,2.13,66.0,83.5,11.1,9.1,362,85.7,73.6,76.2,66.3,87.5,28,383,3.71,3.1,3.16,4.0,3.03,Video,47.3,69.9,89.3,85.9,67.4,66.4,Advanced Topics,28.8,Low,Advanced Practice,20,3.94,71.3
10305,21,F,3,2.89,51.0,64.4,20.9,4.3,221,63.9,69.7,64.4,67.3,67.0,15,216,2.9,3.07,2.84,2.89,2.51,Video,49.2,70.3,65.2,79.1,65.0,57.1,Advanced Topics,36.4,Medium,Advanced Practice,25,1.88,66.4
10306,22,F,1,2.37,50.0,62.6,18.1,5.2,191,66.1,67.1,66.8,61.0,60.1,14,252,2.81,2.78,1.44,2.96,2.81,Video,57.7,65.7,78.0,68.6,64.1,65.2,Critical Thinking,39.2,Medium,Critical Thinking Activity,25,1.79,51.9
10307,24,F,3,2.44,65.0,63.6,15.5,5.9,155,84.2,75.5,70.6,73.6,68.6,14,306,3.36,3.71,3.06,3.22,3.74,Video,59.4,98.0,73.6,94.6,80.2,72.7,Advanced Topics,26.8,Low,Advanced Practice,20,5.83,80.4
10308,20,F,2,2.53,57.5,76.9,10.8,5.1,196,75.1,67.1,67.2,72.6,67.2,15,209,2.83,2.76,3.18,1.94,2.52,Video,37.2,100.0,67.3,73.5,63.7,78.3,Critical Thinking,33.5,Low,Critical Thinking Activity,20,5.18,65.7
10309,23,F,1,1.68,58.0,79.9,10.6,4.9,252,50.7,54.7,66.6,39.7,52.0,23,218,3.89,2.84,2.22,3.19,3.96,Video,80.3,74.8,70.6,71.1,54.2,48.1,Advanced Topics,43.3,Medium,Advanced Practice,25,4.92,59.6
10310,21,F,2,3.02,73.6,74.7,19.1,5.2,197,66.8,65.2,93.3,68.9,88.4,28,297,2.68,3.45,2.31,3.79,3.62,Video,53.4,71.2,98.5,87.5,73.3,87.8,Conceptual Understanding,33.1,Low,Concept Review,25,2.66,64.8
10311,21,F,1,1.91,63.7,72.1,16.5,9.8,326,76.7,77.6,81.1,79.8,74.1,28,250,3.42,3.45,2.9,4.42,3.03,Video,46.2,76.0,89.4,78.5,83.6,81.3,Conceptual Understanding,28.5,Low,Concept Review,30,0.0,67.4
10312,24,M,1,1.87,43.9,56.4,20.4,0.5,151,40.9,49.4,57.4,40.1,44.9,6,0,2.13,2.03,1.95,1.46,1.0,Practice,23.0,38.2,44.6,55.6,47.1,45.2,Conceptual Understanding,55.4,Medium,Concept Review,35,0.0,39.4
10313,23,F,3,2.01,66.8,75.6,12.1,7.6,314,76.2,68.6,87.4,73.5,69.6,28,362,3.53,3.03,3.86,4.25,3.76,Video,73.8,72.0,80.4,74.9,83.0,73.2,Conceptual Understanding,30.3,Low,Concept Review,20,5.02,75.9
10314,23,F,1,2.82,86.1,71.6,15.5,9.1,353,86.4,95.2,67.5,82.8,100.0,30,434,2.79,4.07,2.42,3.41,2.95,Video,38.9,100.0,100.0,98.4,91.4,85.3,Advanced Topics,23.4,Low,Advanced Practice,25,5.72,71.9
10315,24,M,4,1.49,56.7,61.9,21.4,0.5,87,57.2,52.5,56.4,42.2,42.4,1,193,2.01,2.44,3.39,1.47,1.56,Video,12.6,57.4,43.6,49.2,48.3,29.6,Advanced Topics,51.5,Medium,Advanced Practice,35,2.3,48.3
10316,22,M,1,3.23,74.9,94.1,0.6,5.3,308,72.3,88.3,72.2,69.6,66.3,24,171,2.79,3.53,2.47,3.82,3.07,Video,52.7,70.0,75.4,84.5,66.9,76.8,Critical Thinking,27.7,Low,Critical Thinking Activity,20,4.36,73.6
10317,23,F,1,1.94,56.3,72.7,14.7,5.9,214,81.3,82.6,100.0,52.6,52.7,23,307,4.06,2.93,3.87,3.94,3.47,Video,58.3,88.1,77.4,84.5,70.9,70.0,Advanced Topics,37.7,Medium,Advanced Practice,30,3.82,66.0
10318,21,F,3,3.36,77.2,84.4,7.2,6.6,291,97.9,65.0,75.0,70.2,72.3,25,244,2.47,3.55,3.05,2.08,3.25,Video,29.9,87.5,83.9,64.9,95.4,97.7,Application Skills,25.0,Low,Application Exercise,20,2.37,74.8
10319,22,F,2,3.29,67.4,59.1,20.3,3.9,181,70.1,73.7,70.8,70.8,70.4,11,213,2.71,3.34,2.36,2.58,2.02,Video,44.8,79.6,74.8,70.5,80.1,82.1,Application Skills,33.2,Low,Application Exercise,20,4.89,69.0
10320,21,M,1,2.95,89.4,92.3,4.8,11.4,398,99.9,93.7,78.9,100.0,90.5,40,448,3.67,4.18,2.1,4.4,3.66,Video,85.6,94.2,100.0,100.0,100.0,100.0,Conceptual Understanding,9.1,Low,Concept Review,20,5.83,90.8
10321,22,M,2,2.05,60.2,83.6,10.6,9.8,390,74.1,54.3,88.0,54.4,64.0,40,462,3.55,2.98,3.15,3.44,3.17,Video,54.4,71.4,74.9,68.7,77.0,75.1,Application Skills,33.5,Low,Application Exercise,20,0.89,69.3
10322,23,M,1,3.84,71.7,79.0,13.2,7.6,248,82.2,74.5,95.5,79.1,81.1,27,347,3.44,3.53,1.25,3.62,4.07,Video,62.0,97.4,81.3,90.1,96.3,93.1,Problem Solving,23.2,Low,Practice Questions,25,4.02,71.5
10323,20,M,4,3.26,63.4,85.5,9.1,4.1,234,70.8,83.6,89.7,65.3,68.3,28,189,3.81,3.6,3.23,3.96,3.64,Video,48.5,90.2,91.9,90.1,78.3,63.8,Advanced Topics,31.8,Low,Advanced Practice,20,2.92,72.3
10324,26,M,2,3.16,85.9,94.1,2.2,11.1,401,83.6,100.0,84.0,83.3,89.8,42,427,2.95,3.94,1.73,3.88,3.91,Video,63.7,77.1,99.4,93.1,93.7,99.9,Conceptual Understanding,14.4,Low,Concept Review,20,4.14,90.4
10325,19,F,3,2.3,70.9,100.0,1.4,12.6,367,70.4,86.1,90.8,69.9,81.3,28,513,3.4,3.6,3.47,3.79,4.76,Video,72.7,82.5,73.8,76.8,82.0,100.0,Problem Solving,26.5,Low,Practice Questions,20,6.8,77.2
10326,19,F,4,2.67,84.9,76.0,13.8,9.3,334,87.7,87.4,65.8,76.1,86.1,30,417,3.76,4.08,2.82,3.38,3.89,Video,65.9,94.8,96.2,99.6,79.6,92.8,Critical Thinking,24.6,Low,Critical Thinking Activity,30,4.86,72.6
10327,24,M,2,2.62,51.4,92.4,4.4,2.0,81,62.2,67.7,75.0,70.7,68.5,23,121,2.32,2.68,2.9,2.85,3.13,Video,39.1,70.2,77.0,76.9,73.5,54.4,Advanced Topics,34.1,Low,Advanced Practice,20,3.36,68.2
10328,23,M,4,2.25,70.1,76.7,11.6,1.9,216,43.5,75.2,80.3,66.3,66.0,17,127,2.16,2.7,3.13,2.63,2.49,Video,25.7,78.5,82.9,59.7,62.6,57.8,Advanced Topics,44.4,Medium,Advanced Practice,30,4.46,53.1
10329,23,F,2,1.82,63.0,80.7,9.6,2.8,181,73.2,86.8,76.6,74.0,68.2,14,260,3.43,3.46,2.16,2.93,3.21,Video,46.2,88.6,66.8,51.8,86.8,73.6,Application Skills,28.9,Low,Application Exercise,25,2.74,71.7
10330,23,M,4,2.17,72.3,65.7,19.0,7.5,224,75.0,72.2,69.2,66.3,69.5,21,198,3.34,3.26,1.85,2.61,2.74,Video,57.2,64.8,73.2,89.8,87.1,85.3,Conceptual Understanding,30.2,Low,Concept Review,20,6.59,70.4
10331,21,F,1,2.5,58.8,73.1,19.7,4.5,158,84.0,62.3,81.4,59.8,63.9,19,129,3.5,3.22,3.14,3.82,3.16,Video,61.2,77.3,73.5,74.3,83.1,57.7,Advanced Topics,34.0,Low,Advanced Practice,20,3.26,67.4
10332,20,F,3,2.22,70.3,79.8,11.7,6.8,252,80.6,64.4,85.7,72.7,70.3,21,307,2.98,3.17,2.39,3.7,3.19,Video,39.8,76.9,90.7,80.6,89.8,71.8,Advanced Topics,25.6,Low,Advanced Practice,25,3.68,78.7
10333,22,F,2,3.28,85.4,65.3,17.9,4.7,221,73.8,93.4,57.4,82.1,77.1,29,214,3.15,4.29,3.55,2.65,3.12,Video,56.0,96.2,78.3,89.0,72.6,73.9,Critical Thinking,28.1,Low,Critical Thinking Activity,20,3.63,76.7
10334,20,F,2,2.61,66.7,83.4,7.5,9.1,337,71.5,86.9,82.8,78.6,89.1,26,324,4.06,4.32,3.03,3.83,3.63,Video,68.4,79.0,94.6,92.0,67.2,95.8,Critical Thinking,22.8,Low,Critical Thinking Activity,20,5.08,83.0
10335,24,M,3,2.67,83.3,92.7,3.0,8.7,310,82.7,89.3,100.0,74.0,86.5,28,389,3.62,4.0,1.71,3.96,4.37,Video,83.6,100.0,91.7,85.6,100.0,78.6,Advanced Topics,18.1,Low,Advanced Practice,25,6.69,86.4
10336,21,F,3,2.66,73.8,82.2,14.2,8.8,192,72.4,65.8,56.4,67.9,77.0,17,270,3.68,3.68,2.89,3.29,3.1,Video,43.6,86.0,85.9,92.5,81.7,75.5,Advanced Topics,28.0,Low,Advanced Practice,20,4.26,75.4
10337,20,M,1,2.22,54.1,78.2,11.2,5.9,290,73.3,63.7,83.3,54.4,51.9,31,291,3.28,1.86,3.23,4.02,3.85,Video,46.6,58.1,65.0,61.7,66.2,56.3,Advanced Topics,36.9,Medium,Advanced Practice,25,3.18,71.0
10338,21,M,1,3.0,90.7,98.1,2.9,7.6,291,88.2,86.4,100.0,89.5,95.9,33,434,4.12,4.63,1.26,4.0,4.27,Video,77.9,93.4,100.0,96.6,85.1,98.2,Critical Thinking,9.3,Low,Critical Thinking Activity,20,4.06,95.6
10339,22,M,3,3.3,75.3,83.4,8.4,9.8,317,93.9,87.6,87.4,87.5,78.5,30,359,3.92,3.83,3.69,2.97,3.27,Video,56.8,100.0,84.1,97.9,83.5,100.0,Critical Thinking,18.1,Low,Critical Thinking Activity,20,7.96,87.6
10340,20,F,3,3.44,92.5,86.2,8.1,10.3,375,85.3,91.3,87.1,100.0,82.2,31,484,3.42,4.46,2.9,4.06,3.93,Video,75.8,100.0,100.0,96.4,97.3,100.0,Application Skills,10.4,Low,Application Exercise,25,4.67,99.5
10341,20,F,4,2.81,42.6,86.0,9.3,4.9,222,77.5,65.6,80.1,52.0,62.1,28,348,3.23,3.1,3.03,3.03,3.04,Video,53.2,73.3,66.5,70.8,62.2,58.8,Advanced Topics,33.7,Low,Advanced Practice,25,4.94,71.8
10342,22,F,3,2.27,77.7,74.6,12.8,8.0,324,70.9,61.8,73.1,63.7,80.7,30,431,3.17,3.16,2.09,2.51,2.34,Video,42.1,62.3,89.2,78.2,67.8,95.3,Conceptual Understanding,32.0,Low,Concept Review,25,0.53,66.7
10343,22,M,4,1.6,54.1,51.3,25.5,2.4,88,35.8,61.8,61.6,34.2,40.9,21,310,2.45,1.61,4.0,2.39,2.39,Video,19.0,47.1,34.2,54.8,48.4,36.3,Problem Solving,59.3,Medium,Practice Questions,30,1.76,48.1
10344,20,M,3,1.87,55.4,66.1,22.0,2.9,26,71.7,66.3,57.9,46.4,55.2,12,216,2.72,3.25,4.07,1.24,1.55,Video,28.1,63.9,63.1,57.0,65.2,31.2,Advanced Topics,45.9,Medium,Advanced Practice,25,1.63,53.0
10345,20,F,2,2.87,63.6,82.6,11.5,12.8,384,91.8,95.2,85.9,83.9,85.3,41,524,3.47,4.21,1.8,4.13,3.52,Video,56.7,93.6,100.0,84.3,82.2,96.9,Critical Thinking,12.9,Low,Critical Thinking Activity,20,5.11,93.9
10346,22,M,1,2.69,64.4,71.6,17.2,12.2,433,80.8,73.0,78.8,78.3,71.2,25,386,3.95,3.53,3.51,3.5,3.89,Video,74.1,77.2,72.4,83.6,83.1,87.4,Problem Solving,25.6,Low,Practice Questions,20,1.22,79.5
10347,18,F,3,3.35,60.4,85.5,9.6,5.8,328,71.1,57.3,70.4,70.4,67.0,21,282,3.37,3.4,2.49,3.59,3.24,Video,53.3,83.8,80.5,90.4,76.5,70.4,Advanced Topics,28.9,Low,Advanced Practice,20,4.31,72.8
10348,18,M,3,2.82,59.6,55.4,25.5,1.0,162,64.8,54.3,44.2,64.1,52.8,16,50,1.85,1.9,2.17,1.68,1.4,Quiz,32.3,68.0,69.7,79.9,61.0,59.3,Advanced Topics,42.7,Medium,Advanced Practice,35,0.13,55.5
10349,20,F,1,2.02,71.5,98.0,5.1,3.4,221,64.2,67.8,85.6,72.1,77.1,34,330,3.66,3.68,2.69,3.78,4.44,Video,73.2,86.8,65.2,82.5,63.1,51.8,Advanced Topics,28.0,Low,Advanced Practice,25,6.2,76.4
10350,21,M,2,2.41,44.6,91.9,4.6,4.9,141,68.9,68.2,92.9,50.2,60.0,17,354,3.28,2.83,2.7,3.89,2.86,Video,50.6,72.3,61.6,68.1,64.1,50.6,Advanced Topics,36.4,Medium,Advanced Practice,25,2.1,65.8
10351,22,F,4,1.89,76.6,71.1,17.0,6.9,130,82.7,100.0,74.8,79.9,63.4,23,240,3.45,3.96,2.52,3.25,3.58,Video,53.4,88.4,72.2,96.2,67.7,77.5,Critical Thinking,24.0,Low,Critical Thinking Activity,20,3.05,77.5
10352,25,M,2,1.46,32.7,55.4,21.6,0.5,0,29.9,46.5,45.3,26.2,26.9,1,28,2.66,1.2,4.02,1.8,1.52,Video,17.1,26.4,36.9,32.6,31.6,27.6,Conceptual Understanding,68.4,High,Guided Review,30,1.0,29.4
10353,23,M,2,2.32,69.6,66.3,16.9,5.7,198,83.1,90.0,75.5,55.6,60.1,16,212,3.14,2.88,1.83,2.2,3.07,Video,53.0,76.3,77.7,64.9,58.2,71.4,Critical Thinking,29.7,Low,Critical Thinking Activity,20,2.33,78.8
10354,21,M,2,2.03,39.9,80.1,8.6,0.6,140,46.0,51.9,57.2,50.2,39.1,11,146,2.05,2.18,2.05,2.37,1.89,Video,29.5,54.1,54.8,53.2,54.2,28.7,Advanced Topics,46.7,Medium,Advanced Practice,25,1.43,50.7
10355,21,F,1,2.62,71.2,85.8,10.4,10.7,403,97.0,87.7,100.0,91.1,99.2,39,413,3.4,4.93,2.36,3.94,3.41,Video,54.5,100.0,100.0,100.0,85.3,100.0,Critical Thinking,12.6,Low,Critical Thinking Activity,20,2.45,86.4
